ID_cliente,Evasao,Genero,Cidadao_Senior,Parceiro,Dependentes,Tempo_de_contrato,Servico_de_telefone,Linhas_multiplas,Serivo_de_internet,Segurnaca_online,Backup_online,Protecao_dipositivo,Suporte_tecnico,Streaming_TV,Streaming_filmes,Tipo_de_contrato,Fatura_online,Metodo_de_pagamento,Total_servico_dia,Total_servico_mes,Total_gasto
0812-WUPTB,Sim,Homem,Sim,Sim,Nao,1,Sim,Nao,Fiber optic,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,Cheque,2.36,70.85,70.85
0813-TAXXS,Nao,Homem,Nao,Nao,Nao,55,Sim,Sim,DSL,Nao,Nao,Sim,Nao,Sim,Sim,Bienal,Sim,Transferência bancária automático,2.59,77.8,4323.35
0815-MFZGM,Nao,Mulher,Nao,Sim,Nao,42,Sim,Nao,Fiber optic,Nao,Nao,Sim,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito automático,3.3,99.0,4135.0
0816-TSPHQ,Nao,Homem,Nao,Nao,Nao,2,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Mensal,Nao,Cheque,0.69,20.75,44.2
0817-HSUSE,Nao,Homem,Nao,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,2.52,75.5,75.5
0818-OCPZO,Sim,Homem,Sim,Nao,Nao,27,Sim,Sim,Fiber optic,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque eletrônico,2.72,81.45,2122.05
0820-FNRNX,Nao,Homem,Nao,Sim,Sim,17,Sim,Sim,DSL,Nao,Sim,Sim,Sim,Nao,Nao,Mensal,Sim,Cheque,2.22,66.7,1077.05
0822-GAVAP,Sim,Mulher,Nao,Nao,Nao,2,Nao,Sem servico de telefone,DSL,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,Cheque eletrônico,1.16,34.7,62.25
0822-QGCXA,Nao,Mulher,Sim,Sim,Nao,27,Sim,Sim,DSL,Nao,Sim,Sim,Sim,Sim,Sim,Mensal,Nao,Cheque eletrônico,2.8,83.85,2310.2
0823-HSCDJ,Sim,Homem,Sim,Nao,Nao,52,Nao,Sem servico de telefone,DSL,Nao,Sim,Nao,Nao,Sim,Sim,Mensal,Sim,Cheque eletrônico,1.64,49.15,2550.9
0824-VWDPO,Nao,Mulher,Nao,Nao,Nao,45,Sim,Sim,Fiber optic,Sim,Sim,Nao,Nao,Nao,Sim,Anual,Nao,Transferência bancária automático,3.22,96.75,4442.75
0825-CPPQH,Nao,Mulher,Nao,Sim,Nao,71,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Bienal,Nao,Cartão de crédito automático,0.64,19.1,1372.45
0827-ITJPH,Nao,Homem,Nao,Nao,Nao,36,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Bienal,Sim,Cartão de crédito automático,0.62,18.55,689.0
0829-DDVLK,Nao,Mulher,Nao,Nao,Nao,15,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Anual,Nao,Cartão de crédito automático,0.67,20.1,302.45
0829-XXPLX,Nao,Mulher,Nao,Nao,Nao,20,Sim,Nao,Fiber optic,Sim,Nao,Sim,Nao,Sim,Nao,Mensal,Sim,Transferência bancária automático,2.98,89.4,1871.15
0831-JNISG,Nao,Homem,Nao,Sim,Sim,71,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Bienal,Nao,Cheque,0.66,19.8,1396.25
0835-DUUIQ,Nao,Mulher,Nao,Nao,Sim,24,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Anual,Nao,Transferência bancária automático,0.7,21.05,531.55
0835-JKADZ,Nao,Mulher,Nao,Nao,Nao,71,Sim,Sim,Fiber optic,Nao,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cheque eletrônico,3.71,111.25,7984.15
0836-SEYLU,Sim,Homem,Nao,Sim,Nao,9,Nao,Sem servico de telefone,DSL,Nao,Nao,Nao,Sim,Sim,Nao,Mensal,Nao,Cheque,1.36,40.65,328.95
0839-JTCUD,Nao,Mulher,Nao,Sim,Sim,66,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Nao,Cartão de crédito automático,3.0,89.9,5958.85
0839-QNXME,Nao,Mulher,Nao,Nao,Nao,30,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Bienal,Nao,Cartão de crédito automático,0.65,19.4,578.5
0840-DCNZE,Nao,Homem,Nao,Nao,Nao,47,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Transferência bancária automático,2.9,86.95,4138.9
0840-DFEZH,Nao,Mulher,Nao,Nao,Nao,7,Sim,Sim,Fiber optic,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque eletrônico,2.51,75.35,564.65
0841-NULXI,Sim,Homem,Nao,Nao,Nao,1,Nao,Sem servico de telefone,DSL,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,Cheque eletrônico,1.18,35.55,35.55
0842-IWYCP,Nao,Mulher,Nao,Nao,Nao,46,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,Transferência bancária automático,1.5,44.95,2168.9
0843-WTBXE,Sim,Homem,Nao,Nao,Nao,53,Sim,Sim,Fiber optic,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Nao,Transferência bancária automático,2.85,85.45,4517.25
0847-HGRML,Nao,Homem,Nao,Nao,Sim,62,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Bienal,Nao,Transferência bancária automático,0.67,20.0,1250.1
0848-SOMKO,Nao,Homem,Nao,Nao,Nao,70,Nao,Sem servico de telefone,DSL,Sim,Nao,Sim,Sim,Nao,Sim,Bienal,Nao,Transferência bancária automático,1.61,48.4,3442.8
0848-ZGQIJ,Nao,Mulher,Nao,Sim,Nao,16,Sim,Nao,Fiber optic,Nao,Sim,Nao,Nao,Sim,Sim,Mensal,Sim,Transferência bancária automático,3.16,94.65,1461.15
0851-DFJKB,Nao,Mulher,Nao,Nao,Nao,15,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Nao,Nao,Mensal,Nao,Cheque eletrônico,1.96,58.95,955.15
0853-NWIFK,Nao,Mulher,Nao,Nao,Nao,45,Sim,Nao,Fiber optic,Sim,Sim,Nao,Nao,Sim,Sim,Anual,Sim,Cheque eletrônico,3.34,100.3,4483.95
0853-TWRVK,Nao,Homem,Nao,Sim,Nao,72,Sim,Sim,Fiber optic,Sim,Sim,Sim,Sim,Nao,Sim,Bienal,Nao,Transferência bancária automático,3.52,105.6,7581.5
0854-UYHZD,Nao,Mulher,Nao,Sim,Sim,13,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Bienal,Nao,Cheque,0.65,19.55,265.3
0856-NAOES,Nao,Homem,Nao,Nao,Nao,6,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Sim,Nao,Mensal,Nao,Cheque,2.03,60.9,414.1
0859-YGKFW,Nao,Homem,Nao,Sim,Sim,18,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Anual,Nao,Transferência bancária automático,0.67,20.05,345.9
0862-PRCBS,Nao,Mulher,Nao,Sim,Sim,68,Sim,Sim,Fiber optic,Nao,Sim,Nao,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito automático,3.46,103.75,7039.45
0864-FVJNJ,Nao,Mulher,Nao,Sim,Sim,64,Sim,Sim,Fiber optic,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Nao,Cheque eletrônico,3.78,113.35,7222.75
0866-QLSIR,Sim,Mulher,Nao,Nao,Nao,34,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Nao,Nao,Anual,Sim,Cheque,2.15,64.4,2088.75
0867-LDTTC,Nao,Homem,Nao,Nao,Nao,5,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Sim,Sim,Mensal,Nao,Transferência bancária automático,2.51,75.15,392.65
0867-MKZVY,Sim,Mulher,Nao,Sim,Nao,20,Sim,Sim,Fiber optic,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,Cheque eletrônico,2.75,82.4,1592.35
0868-VJRDR,Nao,Homem,Nao,Sim,Nao,64,Sim,Nao,Fiber optic,Sim,Sim,Nao,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito automático,3.47,104.05,6605.55
0869-PAPRP,Nao,Mulher,Sim,Sim,Nao,26,Sim,Nao,Fiber optic,Nao,Nao,Sim,Nao,Sim,Nao,Mensal,Sim,Cartão de crédito automático,2.86,85.7,2067.0
0870-VEMYL,Sim,Mulher,Nao,Nao,Nao,5,Sim,Nao,DSL,Sim,Nao,Nao,Sim,Nao,Nao,Mensal,Nao,Cartão de crédito automático,1.8,53.85,259.8
0871-OPBXW,Nao,Mulher,Nao,Nao,Nao,2,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Mensal,Sim,Cheque,0.67,20.05,39.25
0871-URUWO,Sim,Homem,Nao,Sim,Nao,13,Sim,Sim,Fiber optic,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,Cartão de crédito automático,3.41,102.25,1359.0
0872-CASZJ,Nao,Homem,Nao,Sim,Nao,59,Sim,Sim,DSL,Sim,Nao,Nao,Sim,Nao,Sim,Anual,Sim,Cheque,2.3,69.1,4096.9
0872-JCPIB,Nao,Homem,Nao,Nao,Nao,17,Sim,Sim,DSL,Sim,Nao,Nao,Nao,Nao,Sim,Mensal,Nao,Transferência bancária automático,2.19,65.75,1111.2
0872-NXJYS,Sim,Mulher,Nao,Nao,Nao,9,Sim,Nao,Fiber optic,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,Cheque eletrônico,2.65,79.55,723.4
0875-CABNR,Sim,Mulher,Sim,Nao,Nao,10,Sim,Nao,Fiber optic,Nao,Nao,Sim,Nao,Nao,Sim,Mensal,Sim,Cartão de crédito automático,2.82,84.6,865.55
0876-WDUUZ,Sim,Mulher,Nao,Nao,Nao,5,Sim,Nao,Fiber optic,Nao,Nao,Nao,Sim,Nao,Sim,Mensal,Sim,Cartão de crédito automático,2.85,85.4,425.9
0877-SDMBN,Sim,Mulher,Nao,Nao,Nao,54,Sim,Sim,Fiber optic,Sim,Nao,Sim,Nao,Sim,Sim,Anual,Sim,Transferência bancária automático,3.47,103.95,5639.05
0880-FVFWF,Nao,Homem,Nao,Nao,Nao,56,Sim,Sim,Fiber optic,Sim,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque eletrônico,2.88,86.4,4922.4
0880-TKATG,Sim,Homem,Nao,Sim,Sim,4,Sim,Sim,Fiber optic,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Nao,Cheque eletrônico,3.37,101.15,385.9
0883-EIBTI,Sim,Mulher,Nao,Nao,Nao,2,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Mensal,Nao,Cheque,0.65,19.5,31.55
0885-HMGPY,Nao,Homem,Nao,Nao,Nao,62,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Nao,Bienal,Nao,Transferência bancária automático,2.31,69.4,4237.5
0886-QGENL,Sim,Mulher,Sim,Sim,Nao,27,Sim,Nao,Fiber optic,Sim,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,Cheque eletrônico,3.38,101.25,2754.45
0887-HJGAR,Sim,Homem,Nao,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque,1.52,45.7,45.7
0887-WBJVH,Nao,Mulher,Nao,Sim,Nao,53,Sim,Nao,Fiber optic,Nao,Nao,Nao,Sim,Sim,Sim,Anual,Sim,Cheque eletrônico,3.12,93.45,4872.2
0895-DQHEW,Sim,Homem,Nao,Sim,Nao,54,Sim,Sim,Fiber optic,Nao,Sim,Sim,Nao,Sim,Sim,Mensal,Sim,Cheque eletrônico,3.48,104.3,5278.15
0895-LMRSF,Nao,Homem,Nao,Nao,Nao,23,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Sim,Sim,Anual,Sim,Transferência bancária automático,2.16,64.9,1509.8
0895-LNKRC,Nao,Homem,Nao,Sim,Sim,6,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Anual,Nao,Cheque,0.65,19.45,113.5
0895-UADGO,Nao,Homem,Nao,Nao,Sim,8,Nao,Sem servico de telefone,DSL,Sim,Nao,Nao,Sim,Nao,Sim,Bienal,Sim,Cheque,1.48,44.55,343.45
0897-FEGMU,Sim,Mulher,Nao,Sim,Nao,11,Sim,Sim,Fiber optic,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,Cheque eletrônico,3.32,99.5,1056.95
0898-XCGTF,Nao,Homem,Nao,Sim,Nao,61,Sim,Sim,Fiber optic,Nao,Nao,Nao,Nao,Sim,Sim,Anual,Sim,Transferência bancária automático,3.22,96.5,5673.7
0899-LIIBW,Nao,Homem,Nao,Sim,Nao,34,Sim,Sim,Fiber optic,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Nao,Cheque eletrônico,3.36,100.85,3527.3
0899-WZRSD,Nao,Homem,Nao,Nao,Nao,56,Sim,Sim,Fiber optic,Sim,Nao,Nao,Sim,Sim,Sim,Mensal,Sim,Cheque,3.51,105.35,5794.45
0902-RFHOF,Nao,Homem,Nao,Nao,Nao,38,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Anual,Nao,Cheque,0.67,20.1,730.1
0902-XKXPN,Nao,Homem,Nao,Sim,Sim,69,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Bienal,Nao,Transferência bancária automático,0.67,20.2,1376.5
0906-QVPMS,Nao,Homem,Nao,Sim,Nao,72,Sim,Sim,Fiber optic,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Nao,Transferência bancária automático,3.84,115.15,8349.45
0907-HQNTS,Nao,Mulher,Sim,Sim,Nao,70,Sim,Sim,Fiber optic,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito automático,3.77,113.0,7987.6
0909-SDHNU,Nao,Mulher,Nao,Nao,Sim,7,Nao,Sem servico de telefone,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,Cheque,0.99,29.8,201.95
0909-SELIE,Nao,Homem,Nao,Sim,Nao,61,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Sim,Bienal,Sim,Transferência bancária automático,2.69,80.8,4860.85
0913-XWSCN,Nao,Homem,Nao,Sim,Sim,55,Sim,Sim,Fiber optic,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Nao,Transferência bancária automático,2.85,85.5,4713.4
0916-KNFAJ,Nao,Homem,Nao,Sim,Nao,61,Sim,Sim,DSL,Sim,Nao,Sim,Nao,Nao,Sim,Bienal,Sim,Cheque,2.33,69.9,4226.7
0916-QOFDP,Nao,Mulher,Sim,Sim,Sim,14,Sim,Sim,Fiber optic,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,Cheque eletrônico,3.19,95.8,1346.3
0917-EZOLA,Sim,Homem,Sim,Sim,Nao,72,Sim,Sim,Fiber optic,Nao,Sim,Sim,Nao,Sim,Sim,Bienal,Sim,Transferência bancária automático,3.47,104.15,7689.95
0921-OHLVP,Nao,Homem,Nao,Nao,Nao,22,Sim,Sim,Fiber optic,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Nao,Cheque eletrônico,2.77,83.05,1799.3
0923-PNFUB,Sim,Mulher,Nao,Nao,Nao,3,Sim,Nao,Fiber optic,Nao,Sim,Nao,Nao,Sim,Nao,Mensal,Nao,Cheque eletrônico,2.79,83.75,247.25
0924-BJCRC,Nao,Mulher,Sim,Sim,Nao,60,Sim,Sim,Fiber optic,Nao,Sim,Nao,Nao,Nao,Sim,Mensal,Nao,Cheque eletrônico,2.98,89.45,5294.6
0925-VYDLG,Sim,Mulher,Nao,Nao,Nao,3,Sim,Sim,Fiber optic,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,Cheque eletrônico,2.51,75.25,242.0
0927-CNGRH,Nao,Homem,Nao,Nao,Sim,1,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Mensal,Nao,Cheque,0.65,19.55,19.55
0927-LCSMG,Sim,Homem,Nao,Nao,Nao,7,Sim,Nao,Fiber optic,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Nao,Cheque,2.49,74.65,544.55
0928-JMXNP,Nao,Homem,Sim,Sim,Nao,4,Nao,Sem servico de telefone,DSL,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Sim,Cheque eletrônico,1.0,29.9,118.25
0928-XUTSN,Nao,Mulher,Nao,Nao,Nao,13,Sim,Nao,Fiber optic,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,Cheque eletrônico,2.68,80.5,1011.8
0929-HYQEW,Nao,Homem,Nao,Nao,Nao,3,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque,1.67,50.15,160.85
0929-PECLO,Nao,Mulher,Sim,Nao,Nao,63,Sim,Sim,Fiber optic,Nao,Nao,Sim,Nao,Nao,Sim,Mensal,Sim,Transferência bancária automático,2.99,89.6,5538.8
0930-EHUZA,Nao,Mulher,Nao,Nao,Nao,36,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Sim,Nao,Anual,Sim,Cheque,2.54,76.35,2606.35
0931-MHTEM,Nao,Mulher,Nao,Nao,Nao,54,Sim,Nao,Fiber optic,Sim,Sim,Nao,Nao,Sim,Sim,Anual,Sim,Cartão de crédito automático,3.34,100.05,5299.65
0932-YIXYU,Nao,Mulher,Nao,Nao,Nao,47,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Bienal,Nao,Cartão de crédito automático,0.68,20.25,1029.8
0936-NQLJU,Nao,Mulher,Nao,Sim,Nao,41,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Bienal,Nao,Cartão de crédito automático,0.69,20.65,875.55
0939-EREMR,Nao,Mulher,Nao,Nao,Sim,13,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Nao,Nao,Mensal,Nao,Cheque,1.78,53.45,718.1
0939-YAPAF,Sim,Mulher,Nao,Nao,Nao,35,Sim,Sim,Fiber optic,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,Cheque eletrônico,3.34,100.25,3527.6
0940-OUQEC,Sim,Homem,Nao,Nao,Nao,10,Sim,Sim,Fiber optic,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,Transferência bancária automático,2.69,80.7,788.8
0942-KOWSM,Nao,Mulher,Nao,Sim,Sim,30,Sim,Nao,DSL,Nao,Sim,Sim,Sim,Sim,Sim,Bienal,Nao,Transferência bancária automático,2.69,80.8,2369.3
0943-ZQPXH,Nao,Homem,Nao,Sim,Sim,44,Sim,Nao,Fiber optic,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,Transferência bancária automático,3.1,92.95,4122.9
0945-TSONX,Nao,Mulher,Nao,Sim,Sim,47,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito automático,2.84,85.3,4107.25
0946-CLJTI,Sim,Homem,Sim,Sim,Nao,58,Sim,Sim,Fiber optic,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,Cheque eletrônico,3.29,98.7,5812.6
0946-FKYTX,Nao,Homem,Nao,Nao,Nao,52,Nao,Sem servico de telefone,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Anual,Nao,Cheque,1.0,30.1,1623.4
0947-IDHRQ,Sim,Mulher,Nao,Nao,Nao,7,Sim,Nao,Fiber optic,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,Cheque,2.68,80.3,526.7
0947-MUGVO,Sim,Homem,Sim,Sim,Nao,20,Sim,Nao,Fiber optic,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque eletrônico,2.46,73.65,1463.5
0952-KMEEH,Sim,Homem,Nao,Nao,Nao,13,Sim,Sim,Fiber optic,Sim,Nao,Nao,Nao,Sim,Sim,Mensal,Nao,Cheque,3.27,98.15,1230.25
0953-LGOVU,Nao,Homem,Nao,Sim,Sim,12,Nao,Sem servico de telefone,DSL,Nao,Sim,Nao,Sim,Nao,Nao,Mensal,Nao,Cheque,1.18,35.5,432.25
0956-ACVZC,Nao,Mulher,Nao,Nao,Nao,54,Sim,Nao,Fiber optic,Nao,Nao,Sim,Nao,Sim,Sim,Anual,Sim,Cartão de crédito automático,3.14,94.1,5060.9
0956-SYCWG,Nao,Mulher,Nao,Nao,Nao,13,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Anual,Nao,Cheque eletrônico,0.65,19.65,244.8
0958-YHXGP,Nao,Mulher,Nao,Nao,Nao,7,Sim,Nao,Fiber optic,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque,2.33,69.9,497.3
0959-WHOKV,Nao,Homem,Nao,Nao,Nao,42,Sim,Sim,Fiber optic,Sim,Sim,Sim,Nao,Nao,Sim,Anual,Sim,Cheque eletrônico,3.3,99.0,4298.45
0960-HUWBM,Nao,Homem,Nao,Sim,Sim,65,Sim,Sim,Fiber optic,Nao,Nao,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária automático,3.47,104.1,6700.05
0961-ZWLVI,Nao,Homem,Nao,Nao,Sim,49,Sim,Sim,Fiber optic,Sim,Sim,Sim,Nao,Sim,Sim,Anual,Sim,Cartão de crédito automático,3.64,109.2,5290.45
0962-CQPWQ,Nao,Mulher,Nao,Sim,Sim,62,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Bienal,Nao,Transferência bancária automático,0.68,20.3,1296.15
0963-ZBDRN,Sim,Homem,Nao,Nao,Nao,32,Sim,Nao,Fiber optic,Nao,Nao,Nao,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,3.21,96.2,3183.4
0967-BMLBD,Nao,Mulher,Nao,Sim,Sim,11,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Anual,Sim,Cheque,0.67,20.0,196.35
0968-GSIKN,Sim,Mulher,Nao,Nao,Nao,1,Sim,Nao,Fiber optic,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque,2.36,70.8,70.8
0969-RGKCU,Nao,Homem,Nao,Sim,Sim,37,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Anual,Nao,Cartão de crédito automático,0.66,19.8,677.05
0970-ETWGE,Sim,Homem,Nao,Nao,Nao,1,Sim,Nao,Fiber optic,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,Cheque eletrônico,2.98,89.55,89.55
0970-QXPXW,Nao,Mulher,Nao,Nao,Nao,1,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Mensal,Nao,Cheque,0.65,19.65,19.65
0971-QIFJK,Nao,Mulher,Nao,Sim,Nao,69,Sim,Sim,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Bienal,Nao,Transferência bancária automático,0.81,24.25,1641.8
0973-KYVNF,Nao,Mulher,Nao,Sim,Sim,72,Sim,Nao,DSL,Sim,Sim,Sim,Nao,Sim,Nao,Bienal,Sim,Cartão de crédito automático,2.36,70.65,5011.15
0975-UYDTX,Nao,Mulher,Nao,Sim,Nao,26,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Cartão de crédito automático,3.0,90.1,2312.55
0975-VOOVL,Nao,Mulher,Nao,Nao,Nao,3,Nao,Sem servico de telefone,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,Cheque,0.97,29.2,98.5
0979-MOZQI,Nao,Homem,Nao,Sim,Nao,62,Nao,Sem servico de telefone,DSL,Nao,Nao,Nao,Sim,Sim,Nao,Bienal,Sim,Transferência bancária automático,1.3,39.0,2337.45
0979-PHULV,Sim,Homem,Nao,Sim,Sim,69,Sim,Sim,Fiber optic,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,Cartão de crédito automático,3.32,99.45,7007.6
0980-FEXWF,Nao,Homem,Nao,Sim,Sim,26,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Nao,Nao,Anual,Nao,Cheque,1.68,50.35,1285.8
0980-PVMRC,Nao,Mulher,Nao,Sim,Sim,40,Nao,Sem servico de telefone,DSL,Nao,Sim,Nao,Nao,Sim,Sim,Mensal,Sim,Cheque eletrônico,1.7,50.85,2036.55
0983-TATYJ,Nao,Mulher,Nao,Sim,Nao,33,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Anual,Sim,Cheque,1.72,51.45,1758.9
0988-AADSA,Nao,Mulher,Nao,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Sim,Bienal,Nao,Transferência bancária automático,2.7,80.85,5824.75
0988-JRWWP,Nao,Mulher,Nao,Nao,Nao,3,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,Cheque eletrônico,1.81,54.2,140.4
0991-BRRFB,Sim,Homem,Nao,Nao,Nao,18,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,Cheque eletrônico,1.65,49.4,874.8
0993-OSGPT,Nao,Mulher,Sim,Sim,Nao,68,Sim,Nao,DSL,Nao,Sim,Sim,Sim,Nao,Nao,Anual,Sim,Transferência bancária automático,2.02,60.65,3975.9
0997-YTLNY,Nao,Mulher,Nao,Nao,Sim,19,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensal,Nao,Cheque,1.63,48.8,953.65
0999-QXNSA,Nao,Homem,Sim,Nao,Sim,7,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque,1.52,45.75,344.2
1000-AJSLD,Sim,Homem,Nao,Nao,Nao,1,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Mensal,Sim,Cheque,0.67,20.1,20.1
